GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,HD01,HD02,SUBHD0301,SUBHD0302,SUBHD0303,SUBHD0401,SUBHD0402
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Geographic area,Geographic area,Population,Housing units,Area in square miles - Total area,Area in square miles - Water area,Area in square miles - Land area,Density per square mile of land area - Population,Density per square mile of land area - Housing units
0500000US36061,36061,"New York County, New York",1400000US36061012200,36061012200,New York County - Census Tract 122,Census Tract 122,3633,2824,0.07,0,0.07,54510.7,42372.2
0500000US36061,36061,"New York County, New York",1400000US36061012400,36061012400,New York County - Census Tract 124,Census Tract 124,10218,6349,0.09,0.02,0.07,147614.6,91721
0500000US36061,36061,"New York County, New York",1400000US36061012500,36061012500,New York County - Census Tract 125,Census Tract 125,2719,2155,0.07,0,0.07,40413.5,32030.6
0500000US36061,36061,"New York County, New York",1400000US36061012600,36061012600,New York County - Census Tract 126,Census Tract 126,12774,8738,0.07,0,0.07,180145.9,123228
0500000US36061,36061,"New York County, New York",1400000US36061012700,36061012700,New York County - Census Tract 127,Census Tract 127,6928,4479,0.07,0,0.07,103107.8,66659.9
0500000US36061,36061,"New York County, New York",1400000US36061012800,36061012800,New York County - Census Tract 128,Census Tract 128,6270,3689,0.07,0,0.07,90829,53439.9
0500000US36061,36061,"New York County, New York",1400000US36061012900,36061012900,New York County - Census Tract 129,Census Tract 129,6038,3762,0.31,0.16,0.16,38613.6,24058.3
0500000US36061,36061,"New York County, New York",1400000US36061013000,36061013000,New York County - Census Tract 130,Census Tract 130,4195,2706,0.07,0,0.07,60961.9,39323.7
0500000US36061,36061,"New York County, New York",1400000US36061013100,36061013100,New York County - Census Tract 131,Census Tract 131,2816,2261,0.07,0,0.07,41882.4,33627.9
0500000US36061,36061,"New York County, New York",1400000US36061013200,36061013200,New York County - Census Tract 132,Census Tract 132,10590,6928,0.11,0.03,0.08,133143.6,87102.8
0500000US36061,36061,"New York County, New York",1400000US36061013300,36061013300,New York County - Census Tract 133,Census Tract 133,6208,3950,0.07,0,0.07,92217.3,58675.7
0500000US36061,36061,"New York County, New York",1400000US36061013400,36061013400,New York County - Census Tract 134,Census Tract 134,11174,7565,0.07,0,0.07,159208.1,107786.7
0500000US36061,36061,"New York County, New York",1400000US36061013500,36061013500,New York County - Census Tract 135,Census Tract 135,6596,3682,0.32,0.16,0.16,40627.2,22678.8
0500000US36061,36061,"New York County, New York",1400000US36061013600,36061013600,New York County - Census Tract 136,Census Tract 136,15344,9658,0.13,0.04,0.09,179329.2,112875.5
0500000US36061,36061,"New York County, New York",1400000US36061013700,36061013700,New York County - Census Tract 137,Census Tract 137,6471,5661,0.09,0,0.09,74266.6,64970.3
0500000US36061,36061,"New York County, New York",1400000US36061013800,36061013800,New York County - Census Tract 138,Census Tract 138,12444,8150,0.07,0,0.07,176998.4,115922.3
0500000US36061,36061,"New York County, New York",1400000US36061013900,36061013900,New York County - Census Tract 139,Census Tract 139,9257,7329,0.07,0,0.07,132024.5,104527.1
0500000US36061,36061,"New York County, New York",1400000US36061014000,36061014000,New York County - Census Tract 140,Census Tract 140,7813,4399,0.07,0,0.07,112979.7,63611.7
0500000US36061,36061,"New York County, New York",1400000US36061014200,36061014200,New York County - Census Tract 142,Census Tract 142,4462,2764,0.07,0,0.07,64566.7,39996
